document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized
9cf95ffdf431fe1798c086f31cbf2a7efeb1f921,train,Who is Ned?,Ned is Mrs. Ashe's brother.,Mrs. Ashe's brother,Who is Ned ?,Ned is Mrs. Ashe s brother .,Mrs. Ashe s brother
ad92e4bb8d94e12e9d3513956b1b284402c2a483,train,The group encounters a sick dinosaur. What kind of dinosaur was it?,Triceratops,Triceratops.,The group encounters a sick dinosaur . What kind of dinosaur was it ?,Triceratops,Triceratops .
127e1efe32b11e606a0c8f49a2399abb4a52f9d9,valid,Where must William never return?,To England,England,Where must William never return ?,To England,England
b67bc95cb196377649aacbf75c9dc42bfef6020e,train,How long was Jane Hathaway engaged?,30 years,30 years,How long was Jane Hathaway engaged ?,30 years,30 years
1a020bc35fe8ff93de0a570f7cf70e958880241c,train,What causes Marianne to fall ill?,She goes outside to see the Willoughby's estate when it begins to rain and ends up getting deathly sick.,Being caught in a rain storm.,What causes Marianne to fall ill ?,She goes outside to see the Willoughby s estate when it begins to rain and ends up getting deathly sick .,Being caught in a rain storm .
04dc9134485dee27252734f24c2a3b3dd397b8a4,train,Who kills Gustafson?,Carl.,Carl Showalter.,Who kills Gustafson ?,Carl .,Carl Showalter .
5133a6a7c3d5ca16a030e82339b149d38dd0bbc1,test,Who did Elizabeth Short like to hang out with?,Lesbians,lesbians,Who did Elizabeth Short like to hang out with ?,Lesbians,lesbians
f7bb9eb9306b79cad4b6466f2ac3dcbd0e5fa63a,test,Who does Reverend Mother want the choir to be led by?,Mary Lazarus.,Sister May Lazarus,Who does Reverend Mother want the choir to be led by ?,Mary Lazarus .,Sister May Lazarus
0ebf71697ef16b7948f05a21dbf7abb34a818380,test,What does Norah do for a living?,She is an author,She is a writer of romance novels.,What does Norah do for a living ?,She is an author,She is a writer of romance novels .
64e583bde7ea2b98c40e03756a32ce31be036af2,train,How did Rasputin die the first time?,He fell through the ice and froze to death.,He fell through the ice.,How did Rasputin die the first time ?,He fell through the ice and froze to death .,He fell through the ice .
7aa7b07e8f87871690bf6f194d17adb9c6384ad4,train,How does Thermusa die?,Braining herself against the wall,suicide,How does Thermusa die ?,Braining herself against the wall,suicide
2caed8cd33002af756cef1c108986384a0b7066b,train,Why did Harold and Kumar drive to White Castle?,To get hamburgers.,They saw a White Castle advertisement.,Why did Harold and Kumar drive to White Castle ?,To get hamburgers .,They saw a White Castle advertisement .
c4241815627ac0077304ccdea892cd469a59334a,train,What did the Scots take over?,The Scots were besieging a castle in northern England.,A castle,What did the Scots take over ?,The Scots were besieging a castle in northern England .,A castle
ccde92fd5de1e67f17e10d9e0cd3375ce4efcf23,train,What does Paul demand in exchange for Carol?,Lilian's body.,Lillians' body,What does Paul demand in exchange for Carol ?,Lilian s body .,Lillians ' body
ced259f88228bea5f1d29e0bc784c28ad8b8c4cb,test,What job did Transome do in the Far East?,trading career,He was a trader,What job did Transome do in the Far East ?,trading career,He was a trader
6eb460087931ce9ad6655881727d059cc5505e47,train,What country did James Howlett live in when he saw the groundskeeper kill his father?,Canada,Canada.,What country did James Howlett live in when he saw the groundskeeper kill his father ?,Canada,Canada .
05f1a40c41101a714a3ace0359d4a550d908742e,train,Who does everyone think Tom Corey is attracted to?,Irene,Irene.,Who does everyone think Tom Corey is attracted to ?,Irene,Irene .
85785803e7a805be4ea0926ed22b72a418e46679,train,What happens when the marines return to the FOB?,They discover it's been destroyed.,They find it destroyed and the military retreating to LA.,What happens when the marines return to the FOB ?,They discover it s been destroyed .,They find it destroyed and the military retreating to LA .
27a423f9581c3156510cd1fbe62f85e857aa66f2,train,Why did Cypher betray Morpheus and the rebels?,Because he was offered a luxurious life in the Matrix.,he wanted a comfortable life within the Matrix,Why did Cypher betray Morpheus and the rebels ?,Because he was offered a luxurious life in the Matrix .,he wanted a comfortable life within the Matrix
f070ce5262bb59e814309025a4fb2adde266fe35,train,Who is Sally's co-star?,Cal Gold,Cal Gold,Who is Sally s co-star ?,Cal Gold,Cal Gold
44340b5ad75b693029def097ee3836366776eda1,train,Who did Mr. Rubb marry? ,Miss Corza ,Miss Corza,Who did Mr. Rubb marry ?,Miss Corza,Miss Corza
22d1af3e29dc599ec0634fe860359027adea6944,test,What is Edwards profession? ,Local rector,Architect,What is Edwards profession ?,Local rector,Architect
16a6a06abf4ff93fe3143b66c45dbeae6550816b,train,What is Maggie's relationship to Mike?,His Daughter/Her Father,daughter,What is Maggie s relationship to Mike ?,His Daughter/Her Father,daughter
f070ce5262bb59e814309025a4fb2adde266fe35,train,Who is celebrating their anniversary?,Sally Nash and Joe Therrian,Sally Nash and Joe Therrian,Who is celebrating their anniversary ?,Sally Nash and Joe Therrian,Sally Nash and Joe Therrian
dcc32fc8e81332ee23773037a78b3ef5edf4f53f,train,Who are the lawyers in real life?,Conspirators of Dauphine's,Dauphine's friends,Who are the lawyers in real life ?,Conspirators of Dauphine s,Dauphine s friends
269ffd1de413e4556ac009ffabd821a869fdf75d,train,How does Pascal die?,from a heart attack,multiple heart attacks.,How does Pascal die ?,from a heart attack,multiple heart attacks .
6023bce51da121490e56cac51d6e1048afbcf89b,train,Why did Bridge run away?,to get away from his family and ride the rails,To ride the rails,Why did Bridge run away ?,to get away from his family and ride the rails,To ride the rails
c900944441564ffe791ab92d45fb9c390e5a7687,train,What does Doork beg to be allowed to do with the children?,Spend the last few moments with them.,Spend the last few moments with them.,What does Doork beg to be allowed to do with the children ?,Spend the last few moments with them .,Spend the last few moments with them .
698b8ef8efd1e1191c0c188f1767e1e2e7e5a12c,train,What does Julia Craven do when Leonard Charteris reminds her of her advanced views on marriage?,Julia cries and pleads with Leonard.,Change from belligerence to pleading tears.,What does Julia Craven do when Leonard Charteris reminds her of her advanced views on marriage ?,Julia cries and pleads with Leonard .,Change from belligerence to pleading tears .
3bbc2ac0b3ad1f68b4d7cf3d27e26a06268a80d1,test,What is Valentines announcement to Pheobe?,That he is fighting in Europe against Napoleon,he will join the fight against Napoleon,What is Valentines announcement to Pheobe ?,That he is fighting in Europe against Napoleon,he will join the fight against Napoleon
cacab4b8f8c2fd2db7dab52793e34a398b98fe07,train,What is Lavretsky's occupation?,A Nobleman,nobleman,What is Lavretsky s occupation ?,A Nobleman,nobleman
5762ca3fac281a1259c97e0bc3cab99c6f27745a,train,How does the story end for Laura?,It ends with Laura finally being freed of the restrictive boarding school.,"She runs through a park, free at last.",How does the story end for Laura ?,It ends with Laura finally being freed of the restrictive boarding school .,"She runs through a park , free at last ."
e3f3a84e789ac0600c47997785bdc710cc3a0445,test,How tall in height was the stone?,A hundred feet.,One hundred feet.,How tall in height was the stone ?,A hundred feet .,One hundred feet .
9a1e1983016459fb1b0393306e408d85d2d4a5bb,test,What is Felicite Puech's relationship to Pierre Rougan?,Felicite is Pierre's wife.,She is his wife,What is Felicite Puech s relationship to Pierre Rougan ?,Felicite is Pierre s wife .,She is his wife
19dd268e42d372d73072c40bc3b8d1c46e07a3a2,valid,What job does Joe quit before heading off to New York?,Dishwasher,Dishwasher.,What job does Joe quit before heading off to New York ?,Dishwasher,Dishwasher .
823a8b6bbbb0bbeec9c4bec1929b64a3694232d7,train,How much money does Hooker steal?,Eleven thousand dollars.,"$11,000.",How much money does Hooker steal ?,Eleven thousand dollars .,"$ 11,000 ."
9f3553caee89c48b8f0ba947fa1a088dc9aca4a9,train,Who rescues John Carter after he escapes prison?,The Heliumetic navy,His son.,Who rescues John Carter after he escapes prison ?,The Heliumetic navy,His son .
3c386a5d7ed42d052b9dfb9c609e6c11015196b4,train,Who is Vito's business partner?,Tommasino,Tommasino,Who is Vito s business partner ?,Tommasino,Tommasino
9b99f455760055f2c719e61f29fa4a09479d8524,train,Why does Cage refuse to go back home after his cover is blown?,He is afraid for Yelena's safety,He fears for Yelena's safety.,Why does Cage refuse to go back home after his cover is blown ?,He is afraid for Yelena s safety,He fears for Yelena s safety .
b9ca8b4458e48f3c1343a11539ea52a848fd87ea,train,What did the Kafir girl do when Dravot tried to kiss her?,The girl bit Dravot.,She bit him.,What did the Kafir girl do when Dravot tried to kiss her ?,The girl bit Dravot .,She bit him .
991780bf52a8a596a25465dff974db075088e2d7,train,Where was the parcel sent from?,Belfast,Belfast,Where was the parcel sent from ?,Belfast,Belfast
8dd563841466eb92bcc6d3fdc8af773fd7e1e5cf,train,What did the travelers believe happened before they realized they were no longer on Earth?,An earthquake,There was an earthquake.,What did the travelers believe happened before they realized they were no longer on Earth ?,An earthquake,There was an earthquake .
57ae5005bae297a1bc8d8b31cc02598f71a559f3,test,Why does Ryan have to leave the police station when he first reports the crime?,a bad connection on his phone,To avoid losing connection,Why does Ryan have to leave the police station when he first reports the crime ?,a bad connection on his phone,To avoid losing connection
3634471ed994ee7d4f382d8e7edbc56de5c28c42,train,How does Ripley murder Dickie?,beats him with an oar,Ripley used an oar to beat Dickie to Death.,How does Ripley murder Dickie ?,beats him with an oar,Ripley used an oar to beat Dickie to Death .
92e3d1558dc50b861ca5d07bfef2f030b4e785e7,train,What does Comte beg Madam de Mauves for?,To forgive him.,forgiveness,What does Comte beg Madam de Mauves for ?,To forgive him .,forgiveness
061c5dd1dc117e3161f1f0a7794b807932ef4675,train,WHAT WAS DR. BOCK'S RELATIONSHIP WITH HIS WIFE?,SHE LEFT HIM,She left him.,WHAT WAS DR. BOCK S RELATIONSHIP WITH HIS WIFE ?,SHE LEFT HIM,She left him .
68e4c21a5ff3a6ffb04ccdb9831d549b7ebfc90e,train,What is Sybil's Relation to Madeleine?,Sister,Sybil is Madeleine's sister,What is Sybil s Relation to Madeleine ?,Sister,Sybil is Madeleine s sister
b1813716c996049c8a1402af0982489b5bc21d21,valid,What did the Borg use to change history?,Time Travel,Time travel.,What did the Borg use to change history ?,Time Travel,Time travel .
9f83c8e49f5a53b211caf37cbdc659f97d2ef30a,train,Who does Lotte attempte to killl when she loses hope?,Maxine,Maxine,Who does Lotte attempte to killl when she loses hope ?,Maxine,Maxine
26118a3592e63a620bed0d65d1b0943d502e55ef,valid,What does Brewster Charter in order to decrease his funds?,A Cruise,a cruise,What does Brewster Charter in order to decrease his funds ?,A Cruise,a cruise
0bd270c8c46f84a4abd99d65e2f17a9e11a7f76d,test,"What singer does Kaufman impersonate via his ""foreign man"" character?",Elvis.,Elvis,What singer does Kaufman impersonate via his foreign man character ?,Elvis .,Elvis
7b85063db83a2ba9cba23510c61d769626b604a3,train,Who does Barris trick into drinking from a poisoned cup?,Patricia,Patricia,Who does Barris trick into drinking from a poisoned cup ?,Patricia,Patricia
7d47230b4497695daed8e532fdf42dff38131e91,train,What plagues the Captain?,The thought of Leggatt being found out,His crew finding out about Leggatt's,What plagues the Captain ?,The thought of Leggatt being found out,His crew finding out about Leggatt s
0029bdbe75423337b551e42bb31f9a102785376f,train,Who becomes Lord de Versely after his brother dies?,Colonial Delmar,Captain Delmar,Who becomes Lord de Versely after his brother dies ?,Colonial Delmar,Captain Delmar
1eab58c1185799f4cfc2e02a947e745511ac2678,train,"Who are the ""monks""?",German sailors.,German sailors,Who are the monks ?,German sailors .,German sailors
32f75bbf3b933a78058251bf11c9941d4541d062,train,What does the waystation resemble? ,A government social service office,A decrepit government social services building.,What does the waystation resemble ?,A government social service office,A decrepit government social services building .
6492aabb1e5fbf8243a33a6db407272965cae51f,test,Lynn Davies is what to Elizabeth?,Best friend,Best Friend,Lynn Davies is what to Elizabeth ?,Best friend,Best Friend
551f029f5648aad782dd5aac3fd2fe453c6c6109,train,What happens after the gemstones are placed on the tortoise's back?,It dies from the extra weight,it died,What happens after the gemstones are placed on the tortoise s back ?,It dies from the extra weight,it died
f3e2078f74f7621ccbe1ceb3b3c9e68b6516db3a,test,What happens to Jeffson's crew?,They all die.,They all died.,What happens to Jeffson s crew ?,They all die .,They all died .
3ea978569f0309158455ca4864a72ed32c5df050,test,Why is the Warren Report suspicious?,There are a lot of inaccuracies contained in it,multiple inaccuracies,Why is the Warren Report suspicious ?,There are a lot of inaccuracies contained in it,multiple inaccuracies
ddd55023a3dd6800331b50c560f74390f85f1e06,train,What does Julian do?,Runs a Muay Thai club,Runs a Muay Thai club that sells drugs.,What does Julian do ?,Runs a Muay Thai club,Runs a Muay Thai club that sells drugs .
33d7b5c04cc6220def312952b53737f1173a5936,test,Who is killed at Viterbo?,Theodora Campion,Theodora,Who is killed at Viterbo ?,Theodora Campion,Theodora
26118a3592e63a620bed0d65d1b0943d502e55ef,valid,Who does Brewster save from his cruise?,A drowning sailor,a sailor,Who does Brewster save from his cruise ?,A drowning sailor,a sailor
e53665b111c3ab95216386fd492e54a0eb0906b0,train,What were some of the routine things the Putney family considered acceptable for a young girl?,"Walking to school alone, cooking, and household chores.","Cooking, household chores, and walking to school alone",What were some of the routine things the Putney family considered acceptable for a young girl ?,"Walking to school alone , cooking , and household chores .","Cooking , household chores , and walking to school alone"
1f72c35054e8f6072d17032074496f0a60ff493a,train,How long did the poisonous effect last?,28 hours,no time at all,How long did the poisonous effect last ?,28 hours,no time at all
f69d861b4aed53f6bd9069c588a641929c840ae5,valid,What mountain range do the Girdlestone plan to send an agent?,Ural Mountains,Ural Mountain range.,What mountain range do the Girdlestone plan to send an agent ?,Ural Mountains,Ural Mountain range .
d48a25702aca65bfc7755c1dbcb5c196593af1ee,train,Where is the Grand Hotel located?,Berlin,In Berlin,Where is the Grand Hotel located ?,Berlin,In Berlin
1773a177343713782c2437b460f5399aae80e18c,train,Where is Prince and Maggie to be married?,London,London,Where is Prince and Maggie to be married ?,London,London
3814678082b0220670ba08375b01665e7cd1c56d,train,What place does Gretel get in the girls race?,First place,First place,What place does Gretel get in the girls race ?,First place,First place
1b548ec72908f9447446bdb24e8c179df19a8999,test,What is Theseus' title?,Duke of Athens.,Duke of Athens,What is Theseus ' title ?,Duke of Athens .,Duke of Athens
1288838955082c83ba4801ea8c7a0b0c157a3e3a,test,Where did Thomas Jefferson flee to?,Havana,Havana.,Where did Thomas Jefferson flee to ?,Havana,Havana .
3640746739b8863310dc276ab1948c18a94d8803,train,What do they discover about Kyle?,That he is a talented wrestler.,He is a good wrestler,What do they discover about Kyle ?,That he is a talented wrestler .,He is a good wrestler
24c8ed4f493ab62acff4da9bad5c6a1c07e4770d,test,What happens to Bardie's boat?,Davy Llewellyn keeps it for himself.,Davey Llewellyn keeps it for himself,What happens to Bardie s boat ?,Davy Llewellyn keeps it for himself .,Davey Llewellyn keeps it for himself
23d714a29b2f616294786c502de251845f10e4ef,train,Whose house burns down?,The Vicar's.,the Primrose family's home,Whose house burns down ?,The Vicar s .,the Primrose family s home
1343fe0f3a4293a8d5a214cd30e857f9abe77ebb,train,What was the Tin Woodsman truned into in the Yoop Valley?,a tin owl,A tin owl,What was the Tin Woodsman truned into in the Yoop Valley ?,a tin owl,A tin owl
03690ff2154ebecb454ea267cec529358ab6923b,test,Who is the main adult in Sophia and Constances life?,Mrs. Baines,Mrs. Baines,Who is the main adult in Sophia and Constances life ?,Mrs. Baines,Mrs. Baines
cbbbb720b94e009cc9a76b83f08f829de284617e,train,What kind of animal is Tommy Brock?,He is a Badger,A badger.,What kind of animal is Tommy Brock ?,He is a Badger,A badger .
c8ce03f26a02ca9fcfbb0c9272f4558402b919b4,train,How does Mrs. Verloc die?,By drowning herself in the English Channel,She drowns herself,How does Mrs. Verloc die ?,By drowning herself in the English Channel,She drowns herself
cb1ea1bb22437d7f239b7748e4dfe59258157e14,train,What was inscribed on the back of the tomb in Russian?,The dead travel fast.,"""The dead travel fast""",What was inscribed on the back of the tomb in Russian ?,The dead travel fast .,The dead travel fast
2a74184610bf91866dbdf37cba0b874dfc748a86,valid,An artist uses what to express the essence of their subject in a painting?,Color.,color,An artist uses what to express the essence of their subject in a painting ?,Color .,color
dea2f279429c66e84cd3318163178b358da8f6cc,train,What is the jurisdiction of the immortal called?,Titti-Hoochoo,Tittiti-Hoochoo,What is the jurisdiction of the immortal called ?,Titti-Hoochoo,Tittiti-Hoochoo
f90f97c9ae38be55921b5e8a93d06ddada82dd1f,valid,"What is the narrator's relation to Ernest Pontifex, the main character?",The narrator is Ernest's godfather,his godfather,"What is the narrator s relation to Ernest Pontifex , the main character ?",The narrator is Ernest s godfather,his godfather
e10490514db5ffdceb8fc7c85c6f5db6ccc4534a,train,Where do Alessandro and Ramona eventually move to?,The San Bernardino Mountains,The San Bernardino Mountains ,Where do Alessandro and Ramona eventually move to ?,The San Bernardino Mountains,The San Bernardino Mountains
fc7187dffd2fe9018b288b0d81c5e049ce0ad716,test,Who is Thunderdel?,A two headed giant,A two-headed giant.,Who is Thunderdel ?,A two headed giant,A two-headed giant .
8932752af63261f435156ff18c41d3da39c3d5c6,test,Where does the Earl take Cedric to?,his home in Engalnd,England ,Where does the Earl take Cedric to ?,his home in Engalnd,England
558b317a28f5d5637fcb08ab030ddcedcf8b167e,test,What was discovered in Hugo's room after his death?,A suitcase filled with money,A suitcase full of money,What was discovered in Hugo s room after his death ?,A suitcase filled with money,A suitcase full of money
3753ff3da0842f8a1609e3cee8bb506c3b5b63f2,test,Who is Clayton Boone to James at the beginning of the story? ,He is his gardener. ,His gardener.,Who is Clayton Boone to James at the beginning of the story ?,He is his gardener .,His gardener .
3b8b81b1451f953bfb01844ddd98542956290829,train,Where is the Albatross anchored for repairs?,Chatham Islands,Chatham Islands,Where is the Albatross anchored for repairs ?,Chatham Islands,Chatham Islands
da0fbf9aa024eeace9a2e1aef91915f26856d233,train,Who is John Fothergill West?,The fiance of General Heatherstone's daughter Gabriel.,the general's daughter's finace,Who is John Fothergill West ?,The fiance of General Heatherstone s daughter Gabriel .,the general s daughter s finace
84419aee286a289ad219d380579e3b92ae2b6679,test,From what state is Tom Gruneman?,Pennsylvania,Pennsylvania ,From what state is Tom Gruneman ?,Pennsylvania,Pennsylvania
924b3fef8301b7c25f882fa5b6f8f27a8a906f48,test,What does Moll get from her mother's inheritance?,A farm,"A farm in Maryland, providing revenue per year.",What does Moll get from her mother s inheritance ?,A farm,"A farm in Maryland , providing revenue per year ."
dfd97d0d9ef1e81af1536ee8f9d687e901194bf2,train,What is Honey Whitlock's job?,Actress.,she's an actress,What is Honey Whitlock s job ?,Actress .,she s an actress
9e82564a36eb80df18284bc5566221a05e87c28b,train,"In court, what was Jim stripe of?",navigation command certificate ,navigation command certificate,"In court , what was Jim stripe of ?",navigation command certificate,navigation command certificate
f246970289decf6f7a6bd44088d16b118aeaae8d,test,When George travels 17 years into the future who does he meet?,"Filby's son, James Filby.","Filby's son, James",When George travels 17 years into the future who does he meet ?,"Filby s son , James Filby .","Filby s son , James"
cd282be1ad0f0215565df1809daa573f90381eb4,train,How many children do Oliver and Virginia have?,3,3,How many children do Oliver and Virginia have ?,3,3
dd2d1de84e1da738d7e13f2288e75f0ca49dd1f7,valid,How does Lateesha throw off the FBI about the robbery?,She states that Francis and his brother and two friends are the ones doing the robbery. ,By telling them that her brother Frances is going to commit the robbery,How does Lateesha throw off the FBI about the robbery ?,She states that Francis and his brother and two friends are the ones doing the robbery .,By telling them that her brother Frances is going to commit the robbery
54e7219964513efc449b07327b717c600c609115,test,Where does the mysterious Lazlo Hollyfeld live?,In Mitches closet.,in the dorms,Where does the mysterious Lazlo Hollyfeld live ?,In Mitches closet .,in the dorms
8928a603a3c6d154ea4547060805a966ce0f4d60,train,What were Brad and Janet looking for at the Castle?,A telephone,a telephone,What were Brad and Janet looking for at the Castle ?,A telephone,a telephone
768366d935c37e96f191f524f69c047a48a1b35c,train,"While enjoying his fame, what does Paraday start attending?",London luncheons with ladies,luncheons,"While enjoying his fame , what does Paraday start attending ?",London luncheons with ladies,luncheons
81db4f3e5fe29c02fd7b7a702aa4847db6a04613,valid,When is the meeting between Micheal and Don Barzina set o take place?,The same day as the christening of Connies baby,The christening day of Connie's baby ,When is the meeting between Micheal and Don Barzina set o take place ?,The same day as the christening of Connies baby,The christening day of Connie s baby
8cb9a3afd8d542c798c3a34fd1a9afa0a77931c2,valid,Which boarder is from the same country as Miranda?,Violet Ray,Violet Ray from New York,Which boarder is from the same country as Miranda ?,Violet Ray,Violet Ray from New York
e524c75271fe0e5c4b1fdbc3c2e297cdecf1b113,test,"When introduced to Mr. Donne, what does Ruth notice about him?",He is really Bellingham.,he is bellingham,"When introduced to Mr. Donne , what does Ruth notice about him ?",He is really Bellingham .,he is bellingham
173b52e21786674aef19e640355e4a6fc869b34e,train,What profession does Bobby's brother Carl have?,a violinist,He is a violinist.,What profession does Bobby s brother Carl have ?,a violinist,He is a violinist .
09c9afb4abbd6064c1f26c3632edbe6d92a34206,valid,What is Jack's profession?,A gunsmith and contract killer,Gunsmith and contract killer.,What is Jack s profession ?,A gunsmith and contract killer,Gunsmith and contract killer .
64de615fe8d7b550c3f9ce72e55bab8ebac69b2f,train,When did Lippe meet Bree?,at the regional conference,In the parking lot,When did Lippe meet Bree ?,at the regional conference,In the parking lot
d0f0333ad7eb04d248ae1a8a6b69e68b7b359f76,train,What happens when the Velveteen rabbit cries real tears?,The Nursery Magic Fairy appears and turns the Velveteen rabbit into a real rabbit.,A flower sppears,What happens when the Velveteen rabbit cries real tears ?,The Nursery Magic Fairy appears and turns the Velveteen rabbit into a real rabbit .,A flower sppears
ebb8c31643ca701cef556caebc31c8490f4dfc9e,test,Why did General Sandstone leave the government?,His male only zone plan failed.,his plan for creating a male only zone failed,Why did General Sandstone leave the government ?,His male only zone plan failed .,his plan for creating a male only zone failed
b6f65f8447d5268bdfeb7529edcf0c630683552b,train,What industry begins to exert influence over the area where both families live?,coal mining,Coal mining.,What industry begins to exert influence over the area where both families live ?,coal mining,Coal mining .
f2fb256a4abcb794e305acec57e9c4a05e4dc194,train,"After returning to Sogn with the tribute, what did Frithjof do?",He burned down Baldr's temple.,He burnt the temple down and lived as a viking,"After returning to Sogn with the tribute , what did Frithjof do ?",He burned down Baldr s temple .,He burnt the temple down and lived as a viking
f5255dcda3e92492cca0b95687bf01d0908b07b4,train,What happens after Harry suspects Juno of being in association with Aziz?,Harry is attacked by Aziz.,Harry is attacked by Azziz and his men,What happens after Harry suspects Juno of being in association with Aziz ?,Harry is attacked by Aziz .,Harry is attacked by Azziz and his men
9bfa931a5513a490a9cc14f4c5062f5edfbc0f32,test,What was James Stewart arrested for?,Being involved with the Appin murder,Complicity in the Appin murder.,What was James Stewart arrested for ?,Being involved with the Appin murder,Complicity in the Appin murder .
46c83ab910bbf794c07735c7d55af442a54d090b,train,What did Clementine hire Lacuna to do?,Erase her memories,Erase her relationship with Joel from her memory.,What did Clementine hire Lacuna to do ?,Erase her memories,Erase her relationship with Joel from her memory .
5e34e97ac8ff6cfb0f6e6e2ddcb4c23e55ea1c78,test,What two European cities' fashionable socities are pointed out as breaking moral boundaries?,Paris and London,Paris and London,What two European cities ' fashionable socities are pointed out as breaking moral boundaries ?,Paris and London,Paris and London
a77f52738cbd7ce7658e3fe5853068eb8fc095c4,train,Who pushed Mr. Marliston off the balcony?,Jody Marken,Jody,Who pushed Mr. Marliston off the balcony ?,Jody Marken,Jody
bcd47410647a9215fc84b4d00513380802444be8,train,How are Hanno and Spendius killed?,By crucifixion.,Crucifixion.,How are Hanno and Spendius killed ?,By crucifixion .,Crucifixion .
a0922808f19fd6e42227cfe448757bb43788eb5d,train,Who does Alex think Jason is having sex with?,Gabriella ,Gabriela.,Who does Alex think Jason is having sex with ?,Gabriella,Gabriela .
b844c7bb3cacfa042e25f614b6299a7e7ae56e31,test,What did Cicero said made him not an Atticist?,"He said he was too independent, too bold, and unique in style",He produced his own unique style.,What did Cicero said made him not an Atticist ?,"He said he was too independent , too bold , and unique in style",He produced his own unique style .
b3722b89039e50d5cd20240b40172f2006236d39,train,Who killed O-Ren's parents?,The Yakuza,the yazuka,Who killed O-Ren s parents ?,The Yakuza,the yazuka
4d9f09db509c6ee9f523b2499ed019af1d762c21,test,Who is La?,The high priestess and servant to the Flaming God of Opar.,A priestess who is a servant of the Flaming God of Opar.,Who is La ?,The high priestess and servant to the Flaming God of Opar .,A priestess who is a servant of the Flaming God of Opar .
fc7187dffd2fe9018b288b0d81c5e049ce0ad716,test,Jack is rewarded with membership into what group?,The Round Table,He is awarded with membership onto King Arthur's knights.,Jack is rewarded with membership into what group ?,The Round Table,He is awarded with membership onto King Arthur s knights .
dde4681629f27836da5b7c6b22e8e0353e62cc8b,test,Why does Jem decide to leave England?,He thinks he won't be able to find a job.,He had a bad reputation ,Why does Jem decide to leave England ?,He thinks he wo n't be able to find a job .,He had a bad reputation
57ae5005bae297a1bc8d8b31cc02598f71a559f3,test,What does Ryan find when he gets to Ricky's school?,Ricky has been kidnapped.,The boy was kidnapped.,What does Ryan find when he gets to Ricky s school ?,Ricky has been kidnapped .,The boy was kidnapped .
197cf28c98cf416fed651b7c569073249b37f855,test,Why is Landon being threatened with expulsion?,For drinking while underage.,Underage drinking,Why is Landon being threatened with expulsion ?,For drinking while underage .,Underage drinking
ca62fc427e58bfba7739e0d514ffe433695ff602,train,"What measured Dan's reputation, determining him to be on of the most popular people in the country at one point?",The Whuffie,Whuffie,"What measured Dan s reputation , determining him to be on of the most popular people in the country at one point ?",The Whuffie,Whuffie
145200abf14baeffa646797dfbfa58861cb4b079,test,Why can Dug talk?,He wears a special collar that lets him talk.,He has on a special collar.,Why can Dug talk ?,He wears a special collar that lets him talk .,He has on a special collar .
fea54b235b1c054d1c90e87f57e3bfb64cbf3a5b,train,What is Alex's premontion at the airport?,That the plane will have an engine failure and explode in air killing everyone on board.,the plane will explode,What is Alex s premontion at the airport ?,That the plane will have an engine failure and explode in air killing everyone on board .,the plane will explode
c65f47d3de4510d418357b1f133d3171f0bc4eca,train,Who provides shelter to Ray and Rachel when they are escaping?,Harlan Ogilvy,Harlan Ogilvy,Who provides shelter to Ray and Rachel when they are escaping ?,Harlan Ogilvy,Harlan Ogilvy
cf2f6cbfb5bea59e783846202d9040713a79890f,train,"In which hotel do Doug, Phil, Stu and Alan stay during their bachelor's party? ",Caesars Palace.,Casear's Palace,"In which hotel do Doug , Phil , Stu and Alan stay during their bachelor s party ?",Caesars Palace .,Casear s Palace
fb1f3227b2932a2e7864f384459c408fdebd6a87,train,Who informs Frank that his father has died?,Carl,Carl.,Who informs Frank that his father has died ?,Carl,Carl .
60a79c800ff1d55aedfba99108890ecc3632c456,train,Who does Snake fight to the death?,Slag,Slag,Who does Snake fight to the death ?,Slag,Slag
3d899bf5c2bc4b561621b01e2255268800141fdd,train,Who grows up to be the strongest and biggest bull in Ferdinand's pasture?,Ferdinand,Ferdinand.,Who grows up to be the strongest and biggest bull in Ferdinand s pasture ?,Ferdinand,Ferdinand .
6b881cac500f954036851b4545272674389b0e82,train,What was St Ambroses role in his life?,Conversion to Christianity.,He converted Augustine to Christianity,What was St Ambroses role in his life ?,Conversion to Christianity .,He converted Augustine to Christianity
0ebf71697ef16b7948f05a21dbf7abb34a818380,test,Why does Phillip decide to not travel the world?,He chose to create happiness with his life instead of constantly searching for it. ,He marries Sally and accepts a position with Dr. South.,Why does Phillip decide to not travel the world ?,He chose to create happiness with his life instead of constantly searching for it .,He marries Sally and accepts a position with Dr. South .
1fa32a0798f79e13ca92ae84eda9ab3eb12c70a4,test,Who are the owners who mistreat and nearly starve Buck in the wilderness? ,"Hal, Charles, and Mercedes. ","MERCEDES, CHARLES AND HAL",Who are the owners who mistreat and nearly starve Buck in the wilderness ?,"Hal , Charles , and Mercedes .","MERCEDES , CHARLES AND HAL"
ed524405685e79384ca61daa883a2c0da21cfc9c,valid,Who did Mrs. Cheveley steal the diamond brooch from?,"Lord Goring's cousin, Mary Berkshire.",Mary Berkshire.,Who did Mrs. Cheveley steal the diamond brooch from ?,"Lord Goring s cousin , Mary Berkshire .",Mary Berkshire .
